cast,number_of_title,vote_average
Krsna Angulo,1,4.0
Krysten Cummings,1,6.9
Krysten Ritter,6,5.983333333333333
KryÅ¡tof HÃ¡dek,1,6.6
Kseniya Rappoport,1,5.5
Kuana Torres Kahele,1,6.6
Kuno Becker,1,4.5
Kurt Cobain,2,6.3
Kurt Loder,1,4.7
Kurt Russell,3,5.933333333333334
Kyeong-min Go,1,5.2
Kyla Pratt,1,6.1
Kyle Catlett,1,5.6
Kyle Chandler,1,4.1
Kyle Dunnigan,1,5.6
Kyle Gallner,5,6.24
Kyle Mac,1,6.0
Kyle Mooney,1,5.6
Kyle Schmid,3,6.533333333333334
Kyle Soller,2,5.8
Kyle Villalovos,1,6.3
Kylie Rogers,2,6.85
Kyra Sedgwick,3,5.3
Kyra Zagorsky,1,6.7
LaMonta Caldwell,2,7.0
Lacey Chabert,3,5.3
Lachlan Buchanan,1,6.2
Lachy Hulme,1,4.2
Laetitia Casta,2,6.35
Laila Ali,1,4.7
Laine MacNeil,1,6.3
Laith Nakli,1,5.5
Lajos OttÃ³ HorvÃ¡th,1,6.3
Lake Bell,5,5.839999999999999
Lambert Wilson,1,4.8
Lance Gross,1,5.5
Lance Henriksen,3,5.233333333333333
Lance Predmore,1,5.1
Lance Reddick,1,6.3
Landon Liboiron,1,6.6
Landon Pigg,1,6.5
Lane Garrison,1,5.9
Lane Townsend,2,5.8
Langley Kirkwood,2,6.65
Lanice Archer,1,6.9
Lara Cox,1,6.0
Lara Flynn Boyle,1,6.1
Lara Pulver,1,3.9
Lara Rossi,1,4.7
Lara Vosburgh,1,5.6
Larissa Vereza,1,5.8
Larry Brown,1,7.5
Larry Cohen,1,6.7
Larry David,1,6.3
Larry Fessenden,2,6.0
Larry Gamell Jr.,1,7.1
Larry Jack Dotson,1,5.8
Lars Eidinger,1,4.5
Lars Mikkelsen,1,5.4
Lateef Crowder,1,4.9
Laura Allen,2,6.6
Laura Bailey,3,6.1000000000000005
Laura Birn,2,4.65
Laura Breckenridge,1,5.3
Laura Carmichael,1,5.4
Laura Cayouette,3,6.066666666666666
Laura CerÃ³n,1,6.8
Laura Chiatti,1,8.0
Laura Dekker,1,4.7
Laura Dern,7,6.357142857142857
Laura Donnelly,1,5.2
Laura Fraser,1,4.6
Laura Gordon,1,5.6
Laura Haddock,1,5.2
Laura Harring,1,5.6
Laura Jacobs,1,5.1
Laura Linney,1,6.0
Laura Marano,1,6.0
Laura McLean,1,4.6
Laura Petersen,1,6.5
Laura Smet,1,5.2
Laura Vandervoort,2,6.3
Laurel Vail,1,6.0
Lauren Ambrose,2,5.05
Lauren Ashley Carter,1,5.8
Lauren Beatty,1,5.6
Lauren Bronleewe,1,4.5
Lauren Cohan,1,4.6
Lauren Frandsen,1,6.8
Lauren German,1,4.4
Lauren Graham,3,6.266666666666667
Lauren Holly,2,5.4
Lauren Hutton,1,6.3
Lauren Lee Smith,1,6.3
Lauren London,1,5.9
Lauren Lopez,1,5.6
Lauren Mote,1,6.0
Lauren Parkinson,1,5.8
Lauren Storm,2,4.95
Lauren Tom,1,7.0
Lauren Vera,1,5.6
Lauren Walsh,1,4.8
Lauren York,1,6.3
Laurence Fishburne,4,5.7
Laurence Leboeuf,1,6.0
Laurence R. Harvey,3,6.733333333333333
Laurent Gamelon,1,6.1
Laurent Lucas,1,5.9
Laurie Simmons,1,7.4
Laverne Cox,1,7.6
Lawrence Lessig,1,5.8
Lawrence Makoare,1,5.9
Lawrence Turner,1,6.6
Lawrence Wright,1,4.6
Lawrene Denkers,1,4.9
LeJon Woods,1,3.6
LeVar Burton,1,6.2
Lea Salonga,2,6.55
Lea Thompson,2,6.699999999999999
Leah Pipes,2,4.85
Leah Purcell,1,7.2
Lee Bane,1,6.4
Lee Beom-soo,2,5.75
Lee Bo-young,1,6.9
Lee Charles,1,6.0
Lee Clow,1,6.3
Lee Evans,1,5.1
Lee Garlington,1,5.9
Lee Grant,1,6.0
Lee Ingleby,2,5.550000000000001
Lee Luo,1,5.3
Lee Nicholas Harris,2,6.05
Lee Oakes,1,7.3
Lee Pace,2,6.65
Lee Ross,1,5.1
Lee Si-young,1,5.5
Lee-Anne Summers,1,6.6
Leehom Wang,1,5.5
Leelee Sobieski,1,6.4
Leigh Whannell,3,6.7
Leigh-Allyn Baker,1,7.9
Leighton Meester,4,5.95
Leilani Munter,1,5.4
Leland Orser,2,6.1
Lena Dunham,3,6.166666666666667
Lena Headey,5,6.0
Lena Olin,1,8.2
Lennie James,2,5.55
Lenny Kravitz,1,2.8
Leo Fafard,1,5.8
Leo Gregory,1,6.6
Leo Gullotta,1,5.6
Leo Howard,1,6.0
Leo McKern,1,5.4
Leon Burchill,1,6.3
Leon Cain,1,6.1
Leonard Nimoy,2,6.5
Leonardo DiCaprio,6,6.3500000000000005
Leonor Varela,3,6.5
Leopold Nilsson,1,6.2
Leroy Gopal,1,6.4
Lesley Manville,3,5.833333333333333
Leslie Bibb,4,5.574999999999999
Leslie Easterbrook,1,5.1
Leslie Hope,1,5.8
Leslie Mann,5,6.180000000000001
Leslie Nielsen,2,4.45
Lester Speight,1,5.7
Leticia Jimenez,1,7.2
Leven Rambin,2,6.05
Levi Miller,1,5.9
Lewis Black,2,6.449999999999999
Lex Shrapnel,1,7.4
Lexi Ainsworth,2,5.85
Lexi Atkins,2,6.2
Lexie Behr,1,5.2
Li Bingbing,1,6.6
Lia Marie Johnson,1,4.7
Liam Cunningham,5,6.159999999999999
Liam Hemsworth,6,6.033333333333334
Liam Hourican,1,6.1
Liam McIntyre,1,6.1
Liam Neeson,14,6.378571428571429
Liam Payne,1,6.0
Liana Liberato,3,6.066666666666666
Liane Balaban,1,5.6
Lieux Dressler,1,6.3
Liev Schreiber,7,6.428571428571429
Liezl Carstens,1,5.4
Lili Mirojnick,1,6.8
Lili Sepe,1,5.1
Lili Simmons,1,7.2
Lilliam Kouri,1,4.6
Lilly-Fleur Pointeaux,1,6.0
Lily Collins,1,5.8
Lily James,2,5.35
Lily Pearl,1,6.6
Lily Rabe,2,6.7
Lily Tomlin,1,7.2
Lin Shaye,3,6.3
Lincoln Lewis,1,5.4
Lincoln Maazel,1,5.5
Linda Blair,1,6.6
Linda Cardellini,2,5.75
Linda Cuthbert,1,6.5
Linda Emond,2,5.65
Linda Hamilton,1,6.8
Linda Haynes,1,2.5
Linda Kash,1,5.0
Linda Park,1,6.7
Linden Ashby,2,6.25
Lindsay Burdge,1,6.3
Lindsay Crouse,1,6.3
Lindsay Lohan,2,7.65
Lindsay Sloane,1,6.1
Lindsey Andersen,1,4.7
Lindsey McKeon,1,6.1
Linh Äan Pháº¡m,1,5.6
Link Wray,1,6.9
Linsey Godfrey,1,5.5
Lionel Stander,1,4.5
Lisa Bonet,1,6.5
Lisa Cameron,1,7.9
Lisa Clark,1,6.0
Lisa Flanagan,1,6.3
Lisa Greenwood,1,6.3
Lisa Howard,1,6.7
Lisa Kudrow,4,5.8999999999999995
Lisa Livingstone,1,6.7
Lisa Lu,1,5.7
Lisa Marie,1,6.2
Lisa McCune,1,5.7
Lisa Pelikan,1,5.9
Lisa Roberts Gillan,1,6.0
Lisa Schwartz,1,4.0
Lisa Simone Kelly,1,5.4
Liu Ye,1,5.1
Liu Yifei,1,6.5
Liv Tyler,2,6.4
Liv Ullmann,1,6.4
Liya Kebede,1,6.7
Liza Minnelli,1,5.8
Lizzy Caplan,4,6.325
Loan Chabanol,1,5.2
Lochlyn Munro,2,5.199999999999999
Logan Huffman,2,6.6
Logan Lerman,5,6.5200000000000005
Logan Marshall-Green,2,5.0
Logan Miller,2,3.85
Logan White,1,5.5
Lola Glaudini,1,6.0
Lola Kirke,2,5.699999999999999
Lola Naymark,1,6.7
Lolita Davidovich,1,3.9
Loni Love,1,4.2
Lora Kojovic,1,6.5
Lorelei Linklater,1,3.2
Loren Bass,1,5.8
Loren Dean,1,6.9
Lorenza Izzo,4,6.15
Lorenzo Lamas,1,6.5
Lorenzo di Bonaventura,1,6.5
Loretta Devine,1,5.1
Lori Richardson,1,6.6
Lorna Raver,1,6.0
Lotte Verbeek,2,5.45
Lou Diamond Phillips,1,5.7
Lou Ferrigno,1,5.4
Lou Taylor Pucci,6,6.233333333333333
Louie Psihoyos,2,5.5
Louis C.K.,3,7.0
Louis Garrel,1,6.8
"Louis Gossett, Jr.",1,7.3
Louis Herthum,1,6.3
Louis Jourdan,1,6.8
Louis Negin,1,6.5
Louis Tomlinson,1,5.7
Louisa Krause,1,2.7
Louise Bourgoin,1,5.2
Louise Brealey,1,7.3
Louise Cliffe,1,4.3
Louise Delamere,1,8.1
Louise Dylan,1,5.0
Louise Fletcher,1,3.5
Louise Griffiths,2,6.4
LoÃ¯c Corbery,1,6.7
Luca Calvani,1,5.9
Lucas Black,1,6.0
Lucas Bryant,1,6.1
Lucas Hedges,1,5.7
Lucas Jade Zumann,1,7.2
Lucas Till,5,5.3
Luce Rains,1,5.3
Luci Christian,1,5.9
Luciana Littizzetto,1,6.5
Lucius Baston,1,7.3
Lucy Decoutere,1,3.9
Lucy Fry,1,7.3
Lucy Gordon,1,7.0
Lucy Griffiths,1,5.7
Lucy Hale,2,6.05
Lucy Liu,5,6.18
Lucy Punch,1,2.0
Luis Gerardo MÃ©ndez,2,6.1
Luis Gnecco,1,4.0
Luis GuzmÃ¡n,4,5.449999999999999
Luis Miranda,1,5.4
Lukas Haas,1,7.3
Luke Baines,1,5.9
Luke Benward,1,6.0
Luke Bilyk,1,7.5
Luke Bracey,3,4.333333333333333
Luke Davis,1,6.6
Luke Evans,2,6.2
Luke Ford,2,5.75
Luke Goss,4,5.725
Luke Grimes,2,6.85
Luke Hemsworth,3,5.8999999999999995
Luke Mably,1,5.2
Luke Massy,1,6.3
Luke McKenzie,1,5.0
Luke Mitchell,1,4.9
Luke Neal,1,6.2
Luke Perry,1,5.0
Luke Treadaway,1,5.8
Luke Wilson,4,5.550000000000001
Lyle Kanouse,1,5.5
Lynch R. Travis,1,4.0
Lynda Boyd,3,6.433333333333334
Lynda Day George,1,6.5
Lynda Obst,1,6.2
Lyndon Smith,1,7.9
Lyndsy Fonseca,2,6.949999999999999
Lynley Hall,1,6.0
Lynn Collins,3,5.1000000000000005
Lynn Hill,1,6.3
Lynn Shelton,1,5.7
Lynn Whitfield,1,4.8
Lyoto Machida,1,7.4
Lyriq Bent,1,6.5
Lysette Anthony,1,6.0
LÃ©a Drucker,1,4.7
LÃ©a Seydoux,4,6.199999999999999
M. Emmet Walsh,2,5.45
M.C. Gainey,1,4.0
M.Y. Basrun,1,6.5
Maaya Sakamoto,1,6.1
Mackenzie Crook,1,5.0
Mackenzie Davis,3,4.833333333333333
Macon Blair,1,7.4
Madalyn Horcher,1,4.7
Maddi Black,1,6.4
Maddie Hasson,1,7.2
Madeleine Kelly,1,7.9
Madeleine West,1,4.9
Madeline Carroll,1,6.8
Madeline Kahn,1,5.2
Madeline Zima,1,7.2
Madhavan,1,6.4
Madisen Beaty,2,7.050000000000001
Madison Davenport,1,5.1
Madison Ferguson,1,4.8
Madison Pettis,1,5.0
Madison Riley,1,7.1
Madisyn Shipman,1,6.3
Mads Koudal,1,5.1
Mae Whitman,6,6.183333333333334
Maeve Dermody,2,5.449999999999999
Maggie Castle,1,7.2
Maggie Grace,5,6.5600000000000005
Maggie Gyllenhaal,3,6.733333333333333
Maggie Q,2,6.800000000000001
Maggie Siff,1,7.1
Maggie Smith,5,5.76
Magnus BÃ¶rjeson,1,7.4
Mahesh Manjrekar,1,5.0
Maia Mitchell,1,5.3
Maiara Walsh,2,5.6
Maika Monroe,2,4.55
Maisie Williams,2,5.85
Malachi Kirby,2,6.3
Malala Yousafzai,1,4.6
Malcolm McDowell,4,5.6
Maleah Nipay-Padilla,1,4.5
Malice McMunn,1,3.9
Malin Buska,1,5.2
Malin Ã…kerman,5,6.2
Mamie Gummer,3,6.266666666666667
Mamrie Hart,1,6.7
Manabu Oshio,1,5.8
Mandy Moore,1,6.1
Mandy-Rae Cruikshank,1,6.2
Manish Dayal,1,5.8
Manny Gerard,1,6.8
Manny Pacquiao,1,6.9
Manoel Felciano,1,6.2
Manolo Cardona,1,6.3
Manu Intiraymi,1,6.2
Manu Payet,2,6.0
Manuel Camacho,1,5.5
Manuel Tadros,1,6.0
Marah Fairclough,1,5.4
Marama Corlett,1,6.5
Marc Blucas,1,5.9
Marc Donato,1,6.0
Marc Evan Jackson,1,6.9
Marc Senter,2,6.300000000000001
Marc Smerling,1,6.2
Marc Wootton,2,6.0
Marc Worden,1,7.2
Marc-AndrÃ© Grondin,1,6.6
Marceline Hugot,1,3.9
Marcia DeBonis,1,5.7
Marcia Gay Harden,5,6.0200000000000005
Marcia Jean Kurtz,1,7.0
Marco Hofschneider,1,7.3
Marcus Chang,1,7.0
Marcus Haraldsson Boij,1,6.1
Marcus Johns,1,5.9
Marcus Rosner,1,5.4
Marcus Shirock,1,5.9
Marcus Thomas,1,6.2
Marcy Goldman,1,7.0
Mare Winningham,1,6.2
Marek Oravec,1,6.3
Margaret Cho,2,5.55
Margaret Whiting,1,5.5
Margareth MadÃ¨,1,4.4
Margarita Levieva,2,6.1
Margaux Avedisian,1,3.4
Margot Robbie,2,6.7
Marguerite Moreau,1,5.1
Maria Bello,6,5.866666666666666
Maria Canals-Barrera,1,5.0
Maria Dizzia,1,6.1
Maria Howell,1,6.1
Maria Pia Calzone,1,6.0
Maria Simon,1,6.9
Maria Thayer,1,7.4
Mariah Carey,2,5.949999999999999
Mariah Gale,1,5.6
Marianna Palka,1,3.6
Maribel VerdÃº,1,6.3
Marie Avgeropoulos,1,5.3
Marie Westbrook,1,6.1
Marie-JosÃ©e Croze,1,7.4
Marife Necesito,1,7.3
Marika Dominczyk,1,5.8
Marilyn Chambers,1,3.0
Marilyn Joi,1,4.9
Marin Ireland,1,4.3
Marina Sirtis,1,5.0
Mario Van Peebles,1,5.2
Marion Cotillard,5,6.08
Marion Lambert,1,5.8
Marion O'Dwyer,1,6.6
Marisa Coughlan,1,6.2
Marisa Tomei,4,6.3
Marja Lewis Ryan,1,6.1
Mark A. Altman,1,5.7
Mark Critch,1,4.1
Mark DeCarlo,1,6.6
Mark Deklin,1,5.4
Mark Duplass,5,4.76
Mark Edward Fischbach,1,4.8
Mark Famiglietti,1,6.5
Mark Feuerstein,2,5.800000000000001
Mark Gatiss,1,5.8
Mark Hamill,5,6.380000000000001
Mark Hapka,2,5.9
Mark Harmon,2,6.1
Mark Hildreth,1,6.1
Mark Ivanir,1,5.1
Mark L. Young,1,7.4
Mark Lindsay Chapman,1,6.5
Mark Margolis,1,7.7
Mark McGrath,1,6.4
Mark Polish,1,6.0
Mark Rolston,2,4.65
Mark Ronson,1,5.3
Mark Ruffalo,8,5.775
Mark Ryder,1,6.5
Mark Rylance,2,5.6
Mark Saul,1,4.9
Mark Stanley,1,6.1
Mark Strong,6,6.05
Mark Wahlberg,9,6.155555555555555
Mark Walton,1,5.3
Mark Webber,5,6.279999999999999
Mark Wood,1,7.4
Mark van Eeuwen,1,7.0
Marko Zaror,1,6.3
Markus Rygaard,1,6.3
Marley Shelton,2,4.2
Marlon Brando,1,5.2
Marlon Morton,1,6.8
Marlon Wayans,2,6.15
Marsha Mason,2,5.449999999999999
Marsha Thomason,1,7.8
Marshall Bell,1,6.0
Marshall Chapman,1,3.4
Marshall Manesh,1,6.3
Marshall Williams,1,7.0
Marta Barrio,1,6.5
Martha Higareda,1,7.5
Martha MacIsaac,2,6.3
Martha West,1,6.1
Marthe Keller,1,6.0
Martin Balsam,1,7.6
Martin Bell,1,6.4
Martin Compston,1,6.4
Martin Donovan,1,5.8
Martin Dubreuil,1,6.4
Martin Freeman,4,5.725
Martin Klebba,2,6.050000000000001
Martin Kove,1,5.6
Martin Landau,2,6.25
Martin Lawrence,1,6.9
Martin McCann,1,6.6
Martin Palmer,1,6.1
Martin Scorsese,3,5.7
Martin Sheen,5,6.26
Martin Speer,1,6.1
Martin Starr,5,5.84
Martine Chevalier,1,5.5
Marton Csokas,2,6.050000000000001
Marty Lindsey,1,6.6
Maruia Shelton,1,7.0
Mary Cobb,1,4.6
Mary Elizabeth Winstead,4,6.325
Mary J. Blige,1,4.0
Mary Kay Place,3,5.266666666666667
Mary Steenburgen,5,6.1
Mary Woronov,1,6.2
Mary-Louise Parker,5,5.5
Maryum Ali,1,6.3
MarÃ­a Valverde,1,6.8
Masato Sakai,1,6.8
Masato Tanno,1,7.5
Masaya Onosaka,1,6.1
Mason Cook,1,7.0
Mason D. Davis,1,4.8
Mason Vale Cotton,1,2.7
Massimo Dobrovic,2,6.6
Mateo Morales,1,6.0
Mathew Horne,2,5.300000000000001
Mathieu Amalric,2,6.9
Mathieu Kassovitz,1,5.8
Mathilde Seigner,1,4.8
Mati Diop,1,6.8
Matilde Gioli,1,7.2
Matt Bellefleur,1,6.4
Matt Bettinelli-Olpin,1,5.0
Matt Bomer,3,5.666666666666667
Matt Cohen,1,6.1
Matt Czuchry,1,5.1
Matt Damon,9,6.4444444444444455
Matt Dillon,4,6.05
Matt Frewer,2,5.65
Matt Gerald,1,6.5
Matt Jones,1,5.9
Matt Lagan,1,6.5
Matt Lanter,2,6.95
Matt Lauer,1,4.9
Matt LeBlanc,1,6.8
Matt Long,1,6.2
Matt Lucas,2,5.75
Matt McGorry,1,6.3
Matt Mercer,1,4.9
Matt O'Leary,1,6.5
Matt Passmore,1,5.6
Matt Smith,2,6.75
Matt Stern,1,6.8
Matt Walsh,4,6.475
Matt Winston,2,5.550000000000001
Matthew Beard,1,6.8
Matthew Broderick,1,4.8
Matthew Crawford,1,6.5
Matthew Daddario,1,6.4
Matthew Davis,1,6.0
Matthew Dylan Roberts,1,6.8
Matthew Floyd Miller,1,5.3
Matthew Fox,2,5.05
Matthew Goode,5,5.0600000000000005
Matthew Gray Gubler,5,5.68
Matthew Holmes,1,5.7
Matthew Kennedy,1,5.4
Matthew Knight,1,5.9
Matthew Lillard,2,5.35
Matthew MacCaull,1,5.5
Matthew Macfadyen,1,5.9
Matthew McConaughey,2,6.0
Matthew Modine,1,5.9
Matthew Nable,1,7.3
Matthew Perry,1,5.6
Matthew Reese,1,7.7
Matthew Schallipp,1,5.7
Matthew Settle,1,5.9
Matthew Vandyke,1,6.3
Matthew Willig,1,5.2
Matthew Wolf,1,6.3
Matthias Brandt,1,6.7
Matthias Klie,1,6.4
Matthias Schoenaerts,7,5.742857142857143
Matthias SchweighÃ¶fer,2,5.75
Maud Wyler,1,6.4
Maurissa Tancharoen,1,5.3
Max Adler,2,5.300000000000001
Max Arciniega,1,5.2
Max Charles,3,5.5
Max Ehrich,1,7.2
Max Greenfield,2,5.95
Max Irons,2,5.35
Max Minghella,5,5.680000000000001
Max Records,1,5.8
Max Thieriot,2,6.449999999999999
Max Wall,1,3.4
Max von Sydow,2,5.15
Maxie J. Santillan Jr.,1,5.7
Maximilian Schell,2,5.45
Maxine Peake,1,7.1
Maya Angelou,1,5.7
Maya Massar,1,4.3
Maya Rudolph,4,6.125
McKaley Miller,1,6.9
McKell David,1,6.6
Meagan Good,1,5.6
Meaghan Jette Martin,1,6.0
Meat Loaf,1,7.0
Meera Syal,1,6.0
Meg Ryan,1,4.8
Megan Alston,1,6.0
Megan Charpentier,1,5.5
Megan Faccio,1,7.3
Megan Fox,4,6.7749999999999995
Megan Heffernan,1,6.6
Megan Lai,1,7.6
Megan Lockhurst,1,4.7
Megan Mullally,2,7.1
Megan Park,1,6.2
Meghan Ory,1,5.9
Meghann Fahy,1,5.5
Mel Brooks,2,5.8
Mel Gibson,2,5.75
Melanie Griffith,1,5.9
Melanie Lynskey,6,6.183333333333333
Melanie Nelson,1,5.6
Melanie Papalia,1,6.0
Melanie Stone,4,6.475
Melinda Dillon,1,6.5
Melissa Benoist,2,6.0
Melissa George,2,6.1
Melissa Joan Hart,1,7.6
Melissa Jones,1,4.8
Melissa Leo,7,5.571428571428571
Melissa McCarthy,3,5.133333333333334
Melissa Molinaro,1,5.2
Melissa Ordway,1,6.1
Melissa Ricci,1,5.5
Melissa Roxburgh,2,5.95
Melissa Sturm,1,6.5
Melissa Tracy,1,5.5
Melkar Muallem,1,6.9
Melody C. Roscher,1,5.4
Melvil Poupaud,1,6.9
Mena Suvari,1,7.9
Mercy Malick,1,4.8
Meredith Anne Bull,1,6.2
Meredith Droeger,1,3.5
Meredith Hagner,2,7.05
Meredith MacNeill,1,6.3
Meredith Ostrom,1,6.9
Merrin Dungey,1,6.0
Merritt Patterson,1,7.2
Merritt Wever,2,6.550000000000001
Meryl Streep,8,6.199999999999999
Mhairi Anderson,1,6.3
Mia Barron,1,5.2
Mia Farrow,2,5.2
Mia Goth,1,4.4
Mia Kirshner,1,6.9
Mia Wasikowska,7,4.828571428571428
Mia Xitlali,1,6.2
Micah Alberti,1,4.3
Michael Adam Hamilton,1,5.4
Michael Adamthwaite,1,7.4
Michael Airington,1,7.1
Michael Angarano,3,5.599999999999999
Michael Ansara,2,5.9
Michael B. Jordan,3,5.833333333333333
Michael Biehn,2,6.7
Michael Bisping,1,4.4
Michael Bunin,1,6.6
Michael Burstin,1,6.5
Michael C. Hall,3,6.400000000000001
Michael Caine,7,5.8428571428571425
Michael Cassidy,1,7.4
Michael Caton,1,5.7
Michael Cera,6,6.483333333333333
Michael Chernus,2,5.25
Michael Chiklis,1,4.3
Michael Clarke Duncan,3,5.866666666666667
Michael Copon,1,6.8
Michael DeLorenzo,1,6.8
Michael DeMello,1,6.9
Michael Dickson,1,6.3
Michael Dobson,1,5.5
Michael Doneger,1,5.5
Michael Dorman,1,5.3
Michael Dorn,1,6.6
Michael Douglas,7,5.542857142857144
Michael Dudikoff,1,6.0
Michael E.R. Walker,1,6.8
Michael Ealy,4,6.925
Michael Eklund,2,6.85
Michael Fassbender,10,6.33
Michael Finley,1,7.6
Michael Flynn,1,4.6
Michael Forest,1,6.2
Michael Galante,1,4.7
Michael Gambon,3,5.466666666666666
Michael Gingold,1,6.5
Michael Gladis,1,6.2
Michael Gross,1,6.9
Michael Hogan,2,5.9
Michael Hurst,1,6.9
Michael Imperioli,1,3.0
Michael Ironside,4,5.7
Michael J. Fox,1,7.0
Michael Jackson,1,6.9
Michael Jai White,5,6.82
Michael Jr.,1,4.1
Michael Keaton,5,5.78
Michael Kenneth Williams,4,5.2
Michael Kopsa,1,5.3
Michael Landes,3,5.733333333333333
Michael Laurino,1,4.8
Michael Lonsdale,1,5.2
Michael Madsen,2,6.5
Michael McCoy,1,5.3
Michael McElhatton,1,5.3
Michael McGrath,1,6.0
Michael McKean,1,6.0
Michael McMillian,1,6.2
Michael Michele,1,5.5
Michael Monks,2,5.15
Michael Moore,2,6.3
Michael Moreland,1,4.0
Michael Moshonov,1,5.2
Michael Mosley,1,7.2
Michael Murphy,1,5.5
Michael Nyqvist,3,5.966666666666666
Michael Ontkean,1,6.0
Michael Palin,1,5.0
Michael Parks,2,5.699999999999999
Michael ParÃ©,4,6.55
Michael PeÃ±a,7,6.385714285714285
Michael Pitt,2,5.449999999999999
Michael Pollan,1,7.9
Michael Rapaport,3,5.466666666666666
Michael Raymond-James,1,4.6
Michael Reed,1,6.8
Michael Reilly Burke,2,6.949999999999999
Michael Rooker,2,6.55
Michael Ruppert,1,6.2
Michael Shanks,1,6.7
Michael Shannon,5,5.499999999999999
Michael Sheen,8,6.0125
Michael Sinterniklaas,1,5.1
Michael Smiley,1,5.6
Michael Stahl-David,2,6.0
Michael Stephenson,1,6.1
Michael Strusievici,1,5.3
Michael Stuhlbarg,1,5.7
Michael Todd Behrens,1,5.8
Michael Trucco,1,7.5
Michael Welch,3,5.833333333333333
Michael William Freeman,1,4.2
Michael Winslow,1,5.5
Michael York,2,4.55
Michael Zegen,1,5.8
Michael-Leon Wooley,1,6.9
Michaela Mann,1,6.2
Michaela McManus,1,5.0
Michel Brown,1,5.8
Michel Galabru,1,6.4
Michele Hicks,1,5.3
Michele Placido,1,7.5
Michelle Ang,1,6.1
Michelle Borth,1,5.4
Michelle Dockery,2,5.35
Michelle Fairley,2,6.05
Michelle Glavan,1,6.4
Michelle Harrison,1,6.5
Michelle Hendley,1,5.6
Michelle Lukes,1,6.1
Michelle Monaghan,7,5.685714285714285
Michelle Mylett,1,6.2
Michelle Nolden,1,7.0
Michelle Pfeiffer,2,6.3
Michelle Rodriguez,5,6.18
Michelle Ryan,2,5.1
Michelle Trachtenberg,3,6.3
Michelle Veintimilla,1,6.9
Michelle Williams,4,5.4
Michiel Huisman,3,5.666666666666667
MichÃ¨le Laroque,1,5.5
Mick Foley,1,5.8
Mick Garris,1,4.8
Mick Lally,1,6.0
Mickey O'Hagen,1,5.4
Mickey O'Keefe,1,4.0
Mickey Rooney,1,5.8
Mickey Rourke,6,5.966666666666668
Miguel Ãngel MuÃ±oz,1,6.5
Mihiro,1,4.8
Mika Hijii,1,6.0
Mikael Persbrandt,1,5.6
Mike Boettcher,1,4.7
Mike Bonanno,1,5.5
Mike C. Manning,1,7.6
Mike Caldwell,1,7.3
Mike Colter,1,6.1
Mike Dopud,4,6.075
Mike Doyle,1,4.2
Mike Epps,5,5.66
Mike Henry,1,6.7
Mike Krzyzewski,1,6.5
Mike Lobell,1,5.0
Mike Mitchell,1,6.3
Mike Mizanin,1,5.7
Mike Moh,1,5.0
Mike Myers,3,6.2
Mike O'Brien,1,6.5
Mike Pyle,1,7.9
Mike Seal,1,6.6
Mike Smith,2,5.2
Mike Starr,1,6.6
Mike Straub,1,6.9
Mike Vogel,7,5.614285714285715
Mike White,1,5.1
Mikey Roe,1,4.1
Mila Kunis,8,5.8125
Miles Fisher,1,5.5
Miles Teller,6,6.25
Miley Cyrus,4,5.949999999999999
Milla Jovovich,6,5.900000000000001
Mille Dinesen,1,5.0
Millen Baird,1,6.7
Milly Rosso,1,6.3
Milo Cawthorne,2,5.6
Milo Parker,1,5.3
Milo Ventimiglia,4,4.975
MiloÅ¡ BikoviÄ‡,1,4.3
Milynn Sarley,1,4.9
Mimi Rogers,3,5.6000000000000005
Min Tanaka,1,4.8
Mindy Cohn,2,6.5
Mindy Kaling,1,6.5
Mindy Robinson,1,6.6
Minka Kelly,1,6.0
Minnie Driver,5,5.819999999999999
Mira Sorvino,6,5.833333333333333
Miranda Cosgrove,2,5.25
Miranda Hart,1,3.8
Miranda Otto,3,5.7
Miranda Richardson,2,5.6
Mircea Monroe,1,5.2
Mireille Enos,3,5.466666666666666
Mirela Burke,1,6.3
Miri Higareda,1,8.4
Mischa Barton,4,5.6499999999999995
Misha Gabriel,1,6.8
Missi Pyle,1,6.1
Missy Peregrym,1,5.4
Misty Copeland,1,6.9
Mitch Hewer,1,5.2
Mitchel Musso,2,6.85
Mithun Chakraborty,1,6.5
Mitt Romney,1,5.9
Mo'Nique,2,5.300000000000001
MoisÃ©s Arias,1,4.8
Molly C. Quinn,1,6.8
Molly Ephraim,1,5.6
Molly Hagan,2,6.5
Molly Parker,1,5.8
Molly Ringwald,1,6.6
Molly Shannon,2,6.2
Molly Sims,1,7.9
Molly Stanton,1,6.5
Monica Bellucci,3,5.3999999999999995
Monica Graves,1,6.9
Monica Keena,1,4.9
Monica Potter,1,5.2
Monica Swinn,1,6.3
Monique Candelaria,2,6.65
Monte Markham,1,5.6
Moon Bloodgood,3,6.066666666666666
Moran Atias,1,6.0
Morena Baccarin,1,6.4
Morgan Freeman,9,5.688888888888889
Morgan McClellan,1,5.7
Morgan Obenreder,1,6.1
Morgan Peter Brown,1,6.5
Morgan Saylor,2,6.8
Morgan West,1,5.3
Morgana Davies,1,5.6
Morgana O'Reilly,1,6.9
Morris Chestnut,1,6.4
Morten LÃ¸vstad,1,6.3
Morven Christie,1,6.1
Mos Def,2,6.25
Mosab Hassan Yousef,1,6.5
Moses Jacob Storm,1,6.6
